client_id,sector,total_assets,current_assets,cash,total_debt,current_liabilities,revenue,ebitda,net_income,interest_expense,current_ratio,debt_to_ebitda,interest_coverage,liq_score,lev_score,solv_score,total_credit_score,pd,risk_grade
CORP-0014,Retail,11108836.43,3986569.2,1421962.61,7099233.86,2653374.39,6828161.16,1253425.09,471204.46,417563.97,1.502452580768295,5.66386768275079,3.0017558507262976,4,2,3,2.8,0.06,B
CORP-0015,Technology,13510037.15,6274547.88,1530957.8,8814309.2,4914481.39,10723080.85,1722768.36,690464.92,444658.29,1.2767466965624221,5.116363525506121,3.8743646497628554,3,2,3,2.6,0.06,B
CORP-0016,Technology,114164717.44,49764905.52,17325405.95,41149633.0,26223088.6,71959650.89,8088375.1,2971983.61,2926366.61,1.8977514921716736,5.08750305113817,2.7639650727152056,4,2,3,2.8,0.06,B
CORP-0017,Retail,38280257.3,21564321.75,7442670.86,14225593.3,12601765.0,35012101.87,4693277.84,1800184.06,792048.97,1.7112144013160062,3.0310571385221894,5.925489480782987,4,3,4,3.6000000000000005,0.03,BB
CORP-0018,Manufacturing,78727312.38,25980761.1,9737526.92,16195732.7,21784503.78,34862556.07,3841808.61,1618205.65,1008299.63,1.1926257931958273,4.215653184243346,3.8101854802822848,2,3,3,2.8000000000000003,0.06,B
CORP-0019,Manufacturing,40968677.78,15458384.19,2927122.39,19421014.41,10172412.96,29828231.79,6079004.29,1827738.53,1211182.21,1.519637892286276,3.1947689923410136,5.019066693524173,4,3,4,3.6000000000000005,0.03,BB
CORP-0020,Retail,41027623.41,21561644.22,8299935.14,2537977.16,22476037.12,35292842.43,5331533.8,1590994.29,159700.5,0.9593169874601096,0.476031336423301,33.38457800695677,2,5,5,4.4,0.005,A-BBB
CORP-0021,Energy,101775890.9,33432972.4,4864500.43,20874417.0,18842311.78,85162697.06,20869930.88,5450093.64,1244909.8,1.7743561825299548,1.0002149561503484,16.764211254502133,4,5,5,4.8,0.0005,AAA-AA
CORP-0022,Technology,23770485.68,9418563.48,1173464.79,9766623.9,6751142.65,31819332.18,4676390.5,1122206.94,660800.11,1.3951065720704332,2.0884962237435047,7.0768609587549856,3,4,5,4.2,0.015,BB
CORP-0023,Retail,43842787.28,18245027.66,4186953.88,15904255.23,13762398.76,38141471.43,4370236.89,1216113.38,764440.78,1.3257156676079338,3.6392203970435117,5.716907057208538,3,3,4,3.4000000000000004,0.03,BB
CORP-0024,Manufacturing,25083597.67,12210146.99,4255198.26,9556346.13,8212089.52,15029817.83,1116930.1,464582.89,773980.6,1.4868502054517303,8.555903480441614,1.4430983153841326,3,1,2,1.8000000000000003,0.12,CCC-C
CORP-0025,Manufacturing,25790164.92,8960529.58,2168684.17,8129322.66,5910159.74,20139724.2,1205221.84,374488.04,458916.03,1.5161230785955033,6.745084091738662,2.6262360894214134,4,1,3,2.4000000000000004,0.12,CCC-C
CORP-0026,Healthcare,29233558.66,16317627.15,5691359.96,2256229.11,8782493.46,13001646.65,920428.21,415445.81,90986.42,1.8579720240406532,2.451282007099717,10.116105348468485,4,4,5,4.4,0.005,A-BBB
CORP-0027,Technology,49730738.05,21596203.12,6887159.65,31171687.69,12437084.05,38982933.43,6368109.04,2569349.71,1958239.72,1.7364362123129657,4.894967641760104,3.251955812641774,4,2,3,2.8,0.06,B
CORP-0028,Manufacturing,24673772.08,14190047.04,2310544.3,6274174.58,9871774.6,15628090.61,2741733.63,556982.03,296343.65,1.4374362883042324,2.288396841818656,9.251872378571296,3,4,5,4.2,0.015,BB
CORP-0029,Manufacturing,139804576.82,61564479.63,23681669.0,51863220.12,34098917.77,137438811.48,9749973.18,4538588.71,3629389.08,1.805467259848464,5.3193192599120565,2.686395138434703,4,2,3,2.8,0.06,B
CORP-0030,Technology,16279101.03,6226952.76,736239.72,10751898.19,3750510.08,11234076.49,2187857.92,1052534.39,1001475.7,1.660294900473911,4.914349369633655,2.184634055524263,4,2,3,2.8,0.06,B
CORP-0031,Energy,33036658.15,11316662.6,4181324.77,17740629.03,8512864.36,25657815.39,3228957.74,970669.04,855123.49,1.3293601450029446,5.494227691564647,3.7760133802428935,3,2,3,2.6,0.06,B
CORP-0032,Technology,25655510.52,7725477.85,1478139.12,17425291.36,5327501.55,17263296.24,2716201.0,1200612.87,1132392.75,1.4501127362412498,6.415317334762781,2.398638634872927,3,1,3,2.2,0.12,CCC-C
CORP-0033,Technology,169265303.36,77802330.45,19454038.98,44995958.25,54002738.13,194277683.0,44802576.86,14083697.93,1514897.65,1.4407108443780683,1.0043163006137856,29.574655990785914,3,5,5,4.6,0.005,A-BBB
CORP-0034,Real Estate,48474806.94,16100762.14,3650132.33,12947663.3,9459326.26,35665409.34,6949118.47,2847519.69,865014.98,1.7021045365655885,1.8632094640343642,8.033523847182392,4,4,5,4.4,0.005,A-BBB
CORP-0035,Real Estate,111757794.61,46660927.67,7071480.72,66551644.88,34482145.72,130366742.43,17804638.07,4870461.58,3108913.04,1.353190954208403,3.737882489851702,5.7269656117496295,3,3,4,3.4000000000000004,0.03,BB
CORP-0036,Healthcare,9015353.51,4298354.02,891668.01,3152577.31,3198569.6,8680255.99,915249.57,201985.84,159607.05,1.343836326087761,3.444500181518796,5.734393123612021,3,3,4,3.4000000000000004,0.03,BB
CORP-0037,Retail,52015393.72,19906591.26,3142859.21,10875370.46,8702323.85,46627293.1,1977427.59,715271.71,472868.75,2.2875029248652936,5.49975661055685,4.1817683871053015,5,2,4,3.4000000000000004,0.03,BB
CORP-0038,Technology,96942715.06,34178830.11,5508463.37,68777907.19,18220020.21,84703370.53,9659770.08,3744388.71,4882011.87,1.8758941930943114,7.120035634429924,1.9786453489307063,4,1,2,2.0,0.12,CCC-C
CORP-0039,Energy,43240321.64,23021860.14,3594104.91,10153397.31,19252914.68,37997841.68,5298551.58,1908708.0,762617.26,1.195759734182752,1.916259029793195,6.947851639235125,2,4,5,4.0,0.015,BB
CORP-0040,Manufacturing,115580795.91,67503501.95,16653465.9,39687481.8,39056019.3,47904250.53,4821132.81,1357616.27,2395170.41,1.7283763977963829,8.231982682095,2.0128558660675835,4,1,3,2.4000000000000004,0.12,CCC-C
CORP-0041,Technology,23740940.19,7837647.04,2659936.03,8043803.72,5065239.0,17668561.35,2534328.11,912383.7,378329.04,1.5473400248241,3.1739393523121993,6.698740625356171,4,3,5,4.0,0.015,BB
CORP-0042,Manufacturing,163014129.68,56513265.3,15297632.87,74511201.18,34113586.26,157965841.97,24301874.92,10375186.71,6247231.13,1.656620469899549,3.0660680060812364,3.890023342229056,4,3,3,3.2,0.06,B
CORP-0043,Technology,396782219.89,233309451.95,85849007.09,83359282.52,150044357.1,313545469.31,43506691.68,17207361.95,4063252.2,1.5549365298323505,1.9160106020729728,10.707356949194539,4,4,5,4.4,0.005,A-BBB
CORP-0044,Real Estate,27706052.24,8625871.16,2509812.34,1604508.85,4365635.22,14378389.13,1689458.87,706616.35,48135.27,1.9758570575211734,0.949717615794932,35.09814882102043,4,5,5,4.8,0.0005,AAA-AA
CORP-0045,Retail,25507867.16,15133554.88,4643005.43,11030824.43,9237645.1,20138948.57,3190668.67,1062455.91,737695.6,1.638248137504222,3.4572140108800453,4.325183273426058,4,3,4,3.6000000000000005,0.03,BB
CORP-0046,Energy,170353198.36,51343320.27,15417483.57,69358428.19,34805148.55,194342523.69,33445771.61,17297209.62,3012124.17,1.4751645204513861,2.0737577532599794,11.103716089499724,3,4,5,4.2,0.015,BB
CORP-0047,Retail,193264861.55,108634294.0,25511434.04,23304832.16,56672565.63,202807960.2,19364113.39,5468089.97,1743880.36,1.9168762308952836,1.2035062845704603,11.104037773554603,4,5,5,4.8,0.0005,AAA-AA
CORP-0048,Manufacturing,23609033.52,9259405.2,2840800.76,7511112.45,5811412.63,18594455.87,4100944.37,1840323.51,407725.23,1.5933140166644817,1.8315567762749243,10.058107932148324,4,4,5,4.4,0.005,A-BBB
CORP-0049,Manufacturing,26161860.0,15215127.09,1839696.38,3114178.45,9825139.66,25907824.56,3758463.48,1947594.84,215051.77,1.5485914314219529,0.82857754680112,17.477017185210798,4,5,5,4.8,0.0005,AAA-AA
CORP-0050,Technology,30045257.65,11870388.15,4249070.03,14715165.6,7302117.45,21833846.55,3295654.97,1476752.7,1192259.58,1.6256090416622921,4.465020074598403,2.7642092588595513,4,3,3,3.2,0.06,B
CORP-0051,Real Estate,10381640.72,5152324.16,1717494.51,1358557.65,3522820.86,4767516.05,883948.59,335677.33,56878.89,1.462556390108352,1.5369193020603156,15.540890302184167,3,4,5,4.2,0.015,BB
CORP-0052,Healthcare,15892344.19,5149274.8,893754.41,7054572.99,3424423.96,9775489.01,1580313.44,548637.88,363387.71,1.5036907988460635,4.4640340399813345,4.348835682967924,4,3,4,3.6000000000000005,0.03,BB
CORP-0053,Real Estate,14590179.64,5437744.54,1796683.74,7191913.52,4297517.81,16232709.29,3208505.89,1615831.69,423351.51,1.2653221651221034,2.241514825456655,7.57882235969821,3,4,5,4.2,0.015,BB
CORP-0054,Real Estate,18480051.94,9833305.94,1020626.16,6387455.2,8197611.08,13771360.28,2263408.56,583286.06,530562.91,1.1995331132493785,2.82205135779817,4.266051239804908,2,4,4,3.6,0.03,BB
CORP-0055,Manufacturing,38467147.09,17641255.08,2913876.17,26464255.48,16029171.7,28901260.2,3450178.43,1045361.19,1326501.2,1.1005718455183806,7.670401985557599,2.6009614088551145,2,1,3,2.0,0.12,CCC-C
CORP-0056,Real Estate,50335176.9,29113399.13,3480249.84,1284598.46,30866404.56,37249659.79,6260743.13,2255396.55,65620.43,0.9432066852298135,0.20518306426668553,95.40844413850992,2,5,5,4.4,0.005,A-BBB
CORP-0057,Technology,187727216.83,80464657.63,26880673.28,103557846.2,70084263.26,221673425.95,20574328.56,10776120.93,6956198.89,1.1481130554442813,5.033352407977683,2.9576969959235884,2,2,3,2.4,0.12,CCC-C
CORP-0058,Technology,14674853.77,8231766.92,2689830.64,6015338.12,5755300.38,16512024.88,2566430.76,1124037.04,308836.9,1.4302931865391186,2.3438536561181182,8.30998743997236,3,4,5,4.2,0.015,BB
CORP-0059,Technology,106571043.78,46325008.01,15940009.4,59052696.27,30056835.16,132548380.11,19662027.94,5961436.9,3678267.75,1.5412470329427723,3.0033878728177617,5.345458589848442,4,3,4,3.6000000000000005,0.03,BB
CORP-0060,Retail,32152834.06,19091532.44,1934821.96,21403044.63,13720293.2,24699516.39,3447908.17,1272172.02,786068.31,1.3914813744650882,6.207544857553442,4.386270412045996,3,1,4,2.6,0.06,B
CORP-0061,Manufacturing,37902828.21,22284979.77,5579486.33,13143974.16,39957390.0,32563263.41,4675209.47,1582874.85,1225214.88,0.5577186039929034,2.8114193052402423,3.8158281835427923,1,4,3,3.0000000000000004,0.06,B
CORP-0062,Retail,78203072.28,31182772.15,9711901.18,26139233.32,14640936.43,38841236.44,2171518.28,714475.33,1039932.71,2.12983454296714,12.037307519234885,2.088133452403858,5,1,3,2.6,0.06,B
CORP-0063,Healthcare,12958700.56,7331736.04,1074981.62,8418693.46,3789809.87,14194790.64,1739766.84,866210.69,464490.55,1.9345920485451689,4.838977997764345,3.7455376433384924,4,2,3,2.8,0.06,B
CORP-0064,Manufacturing,58375669.7,32356665.39,9543184.88,13999286.29,19279383.56,33066553.08,5113486.01,1343955.47,833136.51,1.6783039400249373,2.7377187035659847,6.137632847226921,4,4,5,4.4,0.005,A-BBB
CORP-0065,Retail,47037335.1,17084153.87,2139500.35,22729014.07,7549351.32,39669177.05,6267445.13,3515272.63,2015843.58,2.2629962689297654,3.6265198336088185,3.1090929832958567,5,3,3,3.4000000000000004,0.03,BB
CORP-0066,Manufacturing,65166185.43,31754642.84,4902845.62,28148822.81,28632179.07,37831544.35,3730804.77,1801318.24,1129536.63,1.1090543532284496,7.5449734160171555,3.302951556338638,2,1,3,2.0,0.12,CCC-C
CORP-0067,Technology,53178707.75,17113157.81,4154031.58,33390289.06,7588815.08,36279930.82,7737979.27,3939298.21,2996964.16,2.2550500479450344,4.315117409199263,2.5819392081085146,5,3,3,3.4000000000000004,0.03,BB
CORP-0068,Healthcare,463955935.88,255645852.39,75688951.41,39935962.27,229502248.5,293474173.75,31311128.67,11074935.6,2849736.51,1.1139143692964733,1.275455851205507,10.987376748736677,2,5,5,4.4,0.005,A-BBB
CORP-0069,Technology,21046819.54,7416136.57,1066149.27,1692203.55,4648172.37,14278687.45,2833931.93,1091080.59,112119.37,1.5954951709331726,0.5971221581176087,25.276024383654672,4,5,5,4.8,0.0005,AAA-AA
CORP-0070,Real Estate,23417707.97,7522807.79,1170300.63,6196380.13,7595227.76,16209162.77,2777597.56,712967.13,280265.34,0.99046506934507,2.230841580232379,9.910599576815313,2,4,5,4.0,0.015,BB
CORP-0071,Healthcare,21356345.65,8971068.9,1447337.62,7308249.57,5957369.09,14743272.94,1735115.66,603011.27,501105.62,1.5058776390166553,4.211966809175131,3.462574736240236,4,3,3,3.2,0.06,B
CORP-0072,Technology,22851398.59,10810462.9,1855186.15,9602932.18,6534107.67,22089687.95,5274256.37,2370068.77,471962.04,1.654466599874685,1.820717747931544,11.175170719238354,4,4,5,4.4,0.005,A-BBB
CORP-0073,Technology,21054247.36,11716164.14,1967919.04,3911623.41,8146839.37,12190986.98,1101067.49,583132.29,309017.93,1.438123867170343,3.552573702816346,3.563118457236446,3,3,3,3.0000000000000004,0.06,B
CORP-0074,Healthcare,130778620.41,77456614.15,16927735.02,7682949.32,43379671.11,110391317.04,21632029.55,6257806.92,349067.65,1.7855509774057392,0.3551654412380368,61.97088028638574,4,5,5,4.8,0.0005,AAA-AA
CORP-0075,Healthcare,164843030.37,71187092.39,21081124.52,129299464.71,46237220.8,172028839.81,34410776.74,12506576.38,7538497.89,1.5396057798958367,3.7575282210848457,4.564672862168832,4,3,4,3.6000000000000005,0.03,BB
CORP-0076,Healthcare,22505126.96,7159647.79,1656810.77,5840775.62,5545668.97,15694191.7,1827886.65,703498.88,301798.15,1.291034107648874,3.19537079610489,6.05665293176913,3,3,5,3.8000000000000003,0.015,BB
CORP-0077,Healthcare,17324711.09,9090876.62,3025372.58,10232882.02,7139760.82,11372221.4,2497604.39,650428.83,462394.83,1.2732746725260746,4.09707880918643,5.401453969543734,3,3,4,3.4000000000000004,0.03,BB
CORP-0078,Technology,63809686.09,29961964.25,9461405.6,11272658.66,16423224.46,48105808.08,6614436.73,3036918.91,801709.2,1.8243655089154154,1.7042507351944993,8.250418892536098,4,4,5,4.4,0.005,A-BBB
CORP-0079,Manufacturing,22925879.87,9958254.91,1373821.67,7287274.57,8040556.54,23749951.58,3905315.72,1279385.21,495767.0,1.2385031882382609,1.8659885890096486,7.87732083821634,3,4,5,4.2,0.015,BB
CORP-0080,Technology,74994986.14,29456580.42,3377270.2,9871294.95,15784585.28,62907408.73,10254919.92,3901596.73,771295.14,1.866161188113268,0.9625911296243451,13.295714426516417,4,5,5,4.8,0.0005,AAA-AA
CORP-0081,Real Estate,48784491.39,21988124.41,7990098.94,35202649.4,11054393.12,33844589.27,4849407.18,1720594.22,1172314.17,1.9890847169365007,7.259165521341106,4.136610564043596,4,1,4,2.8,0.06,B
CORP-0082,Energy,8747302.15,3512950.49,435427.82,2121947.35,4219687.09,7844364.77,1494668.51,479887.46,161188.55,0.832514453103678,1.4196775644922097,9.272795803424003,2,5,5,4.4,0.005,A-BBB
CORP-0083,Retail,187165760.38,98655738.67,14255927.3,19457681.66,50510560.08,108470338.63,20574050.3,8215125.73,1898714.31,1.9531705551026628,0.94573899530128,10.835779870432429,4,5,5,4.8,0.0005,AAA-AA
CORP-0084,Technology,239934774.89,111130135.96,11850915.77,154487942.56,47814996.31,224644188.07,14056750.94,5319623.36,8222680.01,2.3241690794977288,10.990302326577325,1.7095096638693106,5,1,2,2.2,0.12,CCC-C
CORP-0085,Retail,21578571.27,12149908.04,3505259.52,5607701.29,7589890.44,19026289.4,4094781.16,1485644.8,495873.49,1.6008015051136888,1.3694752102454237,8.257713393793244,4,5,5,4.8,0.0005,AAA-AA
CORP-0086,Retail,27025689.65,12514601.64,3437900.85,17238000.59,7193814.32,19956804.48,1334619.29,436625.82,966234.42,1.7396336746150545,12.916043338471452,1.3812582768475583,4,1,2,2.0,0.12,CCC-C
CORP-0087,Healthcare,53003334.82,19689611.19,7798485.96,27555166.45,10282843.79,33513099.09,6757156.03,2918770.22,1086055.31,1.9148021298493345,4.077923660140788,6.221742086045323,4,3,5,4.0,0.015,BB
CORP-0088,Energy,55642440.7,30899781.09,11311783.17,24153758.78,22233144.2,34646534.43,7148801.58,4041658.81,1338492.94,1.3898070741609279,3.3787143914546864,5.340933348516579,3,3,4,3.4000000000000004,0.03,BB
CORP-0089,Real Estate,76940601.47,35944010.98,8024606.6,36759772.86,22851888.05,69782314.68,6660839.07,2757512.26,2783562.47,1.572912089423613,5.518790121437358,2.3929188375642956,4,2,3,2.8,0.06,B
CORP-0090,Manufacturing,297285804.5,107633012.68,22761772.33,72737373.46,110469857.84,310900335.08,40248935.27,20108843.86,3449741.07,0.9743201881900784,1.8071875186774347,11.66723370052814,2,4,5,4.0,0.015,BB
CORP-0091,Technology,33366160.06,16251066.43,3072355.28,8137823.62,10447796.15,22440025.59,2125401.79,554682.7,414987.67,1.555454011227047,3.8288401083919292,5.121602263508215,4,3,4,3.6000000000000005,0.03,BB
CORP-0092,Healthcare,17924924.91,7301091.32,1063930.18,6707303.89,4296668.34,15983249.38,2225730.59,925405.68,462153.97,1.6992447967254556,3.013529094731991,4.815993661160154,4,3,4,3.6000000000000005,0.03,BB
CORP-0093,Healthcare,10025884.65,5547539.38,784561.29,5454996.47,3250895.09,3835849.29,516298.74,149862.51,327550.18,1.7064652123240311,10.565581604944455,1.5762431881429588,4,1,2,2.0,0.12,CCC-C
CORP-0094,Manufacturing,19174080.67,8359705.93,1167726.46,6994603.65,4340066.77,13097363.03,2475179.31,624506.32,481014.31,1.9261698893171637,2.825897752837955,5.1457498426606065,4,4,4,4.0,0.015,BB
CORP-0095,Healthcare,38527122.32,19954445.22,2678573.52,2178492.67,16767326.42,30582375.6,6590974.05,2149071.84,138481.21,1.190079128906229,0.33052666471961,47.59471736273824,2,5,5,4.4,0.005,A-BBB
CORP-0096,Manufacturing,239618315.56,78753162.21,13557641.39,109324652.84,61193298.62,148099290.83,32549882.76,16899571.46,7346002.24,1.2869572973838814,3.3586803874558715,4.430965536977566,3,3,4,3.4000000000000004,0.03,BB
CORP-0097,Manufacturing,23733276.69,9939669.62,1908422.42,7247632.6,4401583.87,14541348.37,1772468.2,877374.56,387860.55,2.258202936389804,4.08900571530705,4.569859450774254,5,3,4,3.8000000000000003,0.015,BB
CORP-0098,Manufacturing,49813069.72,29637403.18,11513351.41,18511543.56,20583407.5,33197625.85,4632360.4,1965512.71,1175038.08,1.4398686505137694,3.99613630234815,3.942306618692732,3,3,3,3.0000000000000004,0.06,B
CORP-0099,Technology,39176087.42,21254519.52,5814003.25,12725951.42,13452112.48,33630263.51,2213816.03,546214.7,586531.53,1.5800135147249377,5.74842319666463,3.7744194757952734,4,2,3,2.8,0.06,B
CORP-0100,Technology,130697137.03,45480282.6,18022868.73,40971313.46,30871848.09,99661036.35,10933463.15,4158782.53,3250111.07,1.4731959831951869,3.747331737245577,3.3640275407572457,3,3,3,3.0000000000000004,0.06,B
CORP-0101,Technology,498409420.07,191054891.66,40453978.88,178090904.24,163109688.81,175616429.86,34814654.44,14976219.93,8991075.89,1.1713276694589998,5.1154006008281385,3.8721344215013622,2,2,3,2.4,0.12,CCC-C
CORP-0102,Energy,23420709.89,9343569.08,2217116.72,13142582.04,4347035.59,8802907.31,2031527.39,848271.62,1011094.48,2.1494116821804075,6.4693107780348456,2.0092359618064575,5,1,3,2.6,0.06,B
CORP-0103,Retail,24411394.22,12086317.29,2385519.93,3678268.19,9377092.9,16566230.36,1462509.17,315347.16,207807.06,1.288919435788036,2.5150394031375543,7.037822343475722,3,4,5,4.2,0.015,BB
CORP-0104,Manufacturing,113142752.64,59637367.04,9235818.09,33194650.52,56846987.71,100870986.15,12142525.22,3775939.4,2092258.33,1.0490857905125048,2.7337518282708575,5.803549707936878,2,4,4,3.6,0.03,BB
CORP-0105,Real Estate,78758084.41,41336809.3,5909072.6,10202086.73,31322791.15,19728823.86,2933275.85,1154514.57,536380.13,1.3197038891599544,3.4780522704675048,5.4686512156966,3,3,4,3.4000000000000004,0.03,BB
CORP-0106,Retail,252445849.37,114348431.58,43855340.35,78978310.73,163514305.5,176725717.74,28984441.75,13148185.96,3535074.6,0.699317599339955,2.724851884718463,8.19910328059272,1,4,5,3.8000000000000003,0.015,BB
CORP-0107,Manufacturing,71408551.23,38792421.35,15363474.86,26357095.12,31297208.85,49611121.58,5433401.3,980116.14,891623.47,1.2394850140126792,4.8509384204696975,6.09382938293448,3,2,5,3.4,0.03,BB
CORP-0108,Healthcare,27804485.35,11987164.95,1360217.76,4761199.19,10772572.86,29963991.76,5129926.85,1968802.33,210302.82,1.1127485611640597,0.9281222382342549,24.393048319561284,2,5,5,4.4,0.005,A-BBB
CORP-0109,Retail,71890510.4,24238904.24,3517156.2,30215170.04,13874814.16,51976525.41,6565052.67,2719933.34,1666105.79,1.7469714520486233,4.602426143216304,3.9403576347934064,4,2,3,2.8,0.06,B
CORP-0110,Technology,120686107.57,56641918.92,12860957.08,52169411.24,46026604.92,105793176.02,15792528.82,7658763.71,3295968.85,1.230634304191038,3.30342352606199,4.791467862325216,3,3,4,3.4000000000000004,0.03,BB
CORP-0111,Retail,90465776.89,52984938.44,8260354.18,18308513.5,28561437.25,74928408.89,13285871.81,6234870.43,1375988.96,1.855121574457882,1.3780438169077893,9.655507563083937,4,5,5,4.8,0.0005,AAA-AA
CORP-0112,Technology,66139323.1,35576215.93,7441267.83,23396064.68,17275093.01,24728613.52,3717232.72,1703448.4,1247329.33,2.059393596862608,6.293946718514841,2.980153380983994,5,1,3,2.6,0.06,B
CORP-0113,Real Estate,115718918.2,54805659.33,7603129.1,7516198.61,30238103.4,110354356.17,14145299.23,4526579.91,351537.03,1.812470134287589,0.5313566357125412,40.23843300377203,4,5,5,4.8,0.0005,AAA-AA
CORP-0114,Healthcare,128224807.56,63348401.67,15010627.21,22553775.12,44805771.36,108103681.14,15623091.01,3268347.3,865146.53,1.4138446844495973,1.443617982226681,18.058317832009337,3,5,5,4.6,0.005,A-BBB
CORP-0115,Energy,158641736.94,91880313.97,16677047.39,41314544.03,59032132.08,143039913.52,20824015.53,7511112.54,2776376.78,1.5564457987979214,1.9839854599839515,7.500428500918382,4,4,5,4.4,0.005,A-BBB
CORP-0116,Real Estate,76187646.46,32646622.75,6711215.76,18681791.84,36681350.32,120776279.23,15882014.11,7943598.72,1508515.79,0.8900060239112811,1.1762860623727276,10.528238560896998,2,5,5,4.4,0.005,A-BBB
CORP-0117,Healthcare,33695738.04,13458692.44,1726666.73,3196464.25,9304391.12,12911445.7,1769645.29,954450.14,252504.55,1.4464882512376587,1.8062739849972984,7.008369908581845,3,4,5,4.2,0.015,BB
CORP-0118,Technology,46117990.74,27355922.45,6249143.57,6255486.21,23667883.65,52802301.41,12140957.7,5719057.74,441943.79,1.1558246125652218,0.5152382838793681,27.47172372305537,2,5,5,4.4,0.005,A-BBB
CORP-0119,Real Estate,133086382.32,74399671.59,29386180.16,37268627.96,41850927.01,98818035.77,17594153.27,7793050.13,2593082.18,1.77773055235366,2.1182393598643467,6.785034969466335,4,4,5,4.4,0.005,A-BBB
CORP-0120,Manufacturing,17593926.74,6983259.57,1387223.91,10378088.09,2761162.84,15086190.13,2040044.91,893466.16,886956.62,2.5291009529883435,5.0871860904277835,2.3000503790140265,5,2,3,3.0,0.06,B
CORP-0121,Healthcare,57579278.28,25285029.11,9176664.83,30497832.16,14874170.77,45539310.18,8417837.67,2899003.33,1981786.4,1.6999286549135135,3.6230007462237035,4.247600886755505,4,3,4,3.6000000000000005,0.03,BB
CORP-0122,Real Estate,26873767.63,11408544.24,4026756.84,9148348.31,16215823.33,19218848.37,2562045.95,991496.33,637566.19,0.7035439402508586,3.57071984208558,4.018478379476177,1,3,4,3.0000000000000004,0.06,B
CORP-0123,Retail,40986152.47,14129103.21,5448429.82,19135626.22,10423475.19,28117870.12,5866968.83,3326025.42,1056061.57,1.3555079234567642,3.261586480935846,5.555517781032407,3,3,4,3.4000000000000004,0.03,BB
CORP-0124,Technology,143013825.11,83998569.11,28310277.45,84819705.55,54227737.86,123835921.02,20864137.22,6379088.93,3356260.57,1.5489963702129617,4.065334916830077,6.2164831319994915,4,3,5,4.0,0.015,BB
CORP-0125,Retail,48211062.64,20311018.38,6050226.82,6206254.2,13232425.42,23939938.89,3462550.49,1944145.51,308713.15,1.5349429704172857,1.7923938489630515,11.216077092925909,4,4,5,4.4,0.005,A-BBB
